threshold,tp,fp,fn,tn,alerts_day,precision,recall,savings_day,cost_day,net_day,within_capacity
0.41223618090452263,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.417251256281407,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.42226633165829147,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.42728140703517586,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.4322964824120603,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.4373115577889447,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.44232663316582915,1941,593,2151,98745,72.33926276846259,0.765982636148382,0.4743401759530792,9504.256584713892,361.6963138423129,9142.56027087158,True
0.44734170854271355,1862,495,2230,98843,67.2863624093395,0.7899872719558761,0.4550342130987292,9117.426976165516,336.43181204669753,8780.995164118818,True
0.452356783919598,1862,495,2230,98843,67.2863624093395,0.7899872719558761,0.4550342130987292,9117.426976165516,336.43181204669753,8780.995164118818,True
0.4573718592964824,1862,495,2230,98843,67.2863624093395,0.7899872719558761,0.4550342130987292,9117.426976165516,336.43181204669753,8780.995164118818,True
0.46238693467336683,1862,495,2230,98843,67.2863624093395,0.7899872719558761,0.4550342130987292,9117.426976165516,336.43181204669753,8780.995164118818,True
0.4674020100502512,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.4724170854271357,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.47743216080402007,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.4824472361809045,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.48746231155778896,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.49247738693467336,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.4974924623115578,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5025075376884423,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5075226130653266,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.512537688442211,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5175527638190954,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5225678391959799,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5275829145728643,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5325979899497487,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5376130653266331,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5426281407035176,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.547643216080402,1765,383,2327,98955,61.31994334122243,0.8216945996275605,0.43132942326490714,8642.458975795991,306.59971670611213,8335.859259089879,True
0.5526582914572864,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5576733668341708,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5626884422110553,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5677035175879397,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5727185929648241,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5777336683417086,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.582748743718593,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5877638190954774,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5927788944723618,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.5977939698492463,1685,318,2407,99020,57.18056169109335,0.8412381427858213,0.41177908113391987,8250.73278992422,285.90280845546675,7964.8299814687525,True
0.6028090452261307,1635,285,2457,99053,54.81112253964016,0.8515625,0.39956011730205276,8005.90392375436,274.0556126982008,7731.848311056159,True
0.607824120603015,1635,285,2457,99053,54.81112253964016,0.8515625,0.39956011730205276,8005.90392375436,274.0556126982008,7731.848311056159,True
0.6128391959798994,1635,285,2457,99053,54.81112253964016,0.8515625,0.39956011730205276,8005.90392375436,274.0556126982008,7731.848311056159,True
0.617854271356784,1635,285,2457,99053,54.81112253964016,0.8515625,0.39956011730205276,8005.90392375436,274.0556126982008,7731.848311056159,True
0.6228693467336683,1635,285,2457,99053,54.81112253964016,0.8515625,0.39956011730205276,8005.90392375436,274.0556126982008,7731.848311056159,True
0.6278844221105527,1541,229,2551,99109,50.529003591230776,0.8706214689265537,0.3765884652981427,7545.625655355027,252.64501795615385,7292.980637398874,True
0.6328994974874371,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6379145728643216,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.642929648241206,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6479447236180904,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6529597989949749,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6579748743718593,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6629899497487437,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6680050251256281,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6730201005025126,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.678035175879397,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6830502512562814,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6880653266331658,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6930804020100503,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.6980954773869347,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.7031105527638191,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.7081256281407035,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.713140703517588,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.7181557788944724,1529,222,2563,99116,49.986601857765585,0.8732153055396916,0.3736559139784946,7486.866727474261,249.93300928882792,7236.9337181854335,True
0.7231708542713567,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7281859296482412,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7332010050251256,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.73821608040201,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7432311557788944,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7482462311557789,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7532613065326633,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7582763819095477,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7632914572864321,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7683065326633166,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.773321608040201,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7783366834170854,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7833517587939698,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7883668341708543,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7933819095477387,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.7983969849246231,1300,134,2792,99204,40.93705714679375,0.9065550906555091,0.3176930596285435,6365.550520416311,204.68528573396873,6160.865234682342,True
0.8034120603015075,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.808427135678392,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.8134422110552764,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.8184572864321608,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.8234723618090453,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.8284874371859297,1292,132,2800,99206,40.651582550233115,0.9073033707865169,0.31573802541544477,6326.377901829133,203.2579127511656,6123.119989077968,True
0.833502512562814,1229,119,2863,99219,38.48197561637236,0.9117210682492581,0.3003421309872923,6017.893530455112,192.40987808186182,5825.48365237325,True
0.8385175879396984,1229,119,2863,99219,38.48197561637236,0.9117210682492581,0.3003421309872923,6017.893530455112,192.40987808186182,5825.48365237325,True
